 

stn    time           nto002d0  tre200dx  tre200d0  rre150d0  hns000d0
ALT    19810806              0      28.1      21.6       4.2         0
ALT    19810807              0      26.2      19.9       0.3         0
ALT    19810808              0      25.7      19.9       6.9         0
ALT    19810809              0      19.1      16.5       8.0         0
ALT    19810810              0      19.4      16.0       1.1         0
ALT    19810811              0      16.7      14.7       1.3         0
ALT    19810812              0      22.6      17.5       0.0         0
ALT    19810813              0      22.9      18.1       0.0         0
ALT    19810814              1      24.3      18.5       0.0         0
ALT    19810815              1      26.3      19.5       0.0         0
ALT    19810816              0      26.7      19.7      49.7         0
ALT    19810817              0      16.9      15.1       0.0         0
ALT    19810818              0      20.3      14.8       0.0         0
ALT    19810819              0      24.4      17.3       0.0         0
ALT    19810820              0      23.6      17.4       6.4         0
ALT    19810821              0      14.3      12.8       2.7         0
ALT    19810822              1      20.4      13.9       0.0         0
ALT    19810823              0      18.3      13.8       3.3         0
ALT    19810824              0      19.0      13.4       0.0         0
ALT    19810825              0      19.9      14.0       0.0         0
ALT    19810826              0      20.9      15.0       0.0         0
ALT    19810827              0      21.4      16.7       0.0         0
ALT    19810828              0      22.0      16.7       0.0         0
ALT    19810829              1      22.1      16.1       0.0         0
ALT    19810830              1      22.6      16.8       0.0         0
ALT    19810831              0      24.2      18.0       3.3         0
ALT    19810901              0      19.0      15.5      21.4         0
ALT    19810902              0      18.6      15.4       1.5         0
ALT    19810903              0      16.7      14.4       1.2         0
ALT    19810904              0      17.0      13.7       0.0         0
ALT    19810905              0      17.2      13.6       0.0         0
ALT    19810906              1      17.9      13.6       0.0         0
ALT    19810907              0      21.9      15.8       0.0         0
ALT    19810908              0      22.3      17.2      16.6         0
ALT    19810909              0      20.1      16.5       4.0         0
ALT    19810910              0      17.7      14.9       7.1         0
ALT    19810911              0      20.7      15.6       2.8         0
ALT    19810912              0      22.0      16.0       7.8         0
ALT    19810913              0      15.8      14.5       5.4         0
ALT    19810914              0      15.9      12.4       0.7         0
ALT    19810915              0      14.3      12.1       4.5         0
ALT    19810916              0      16.8      13.5       4.1         0
ALT    19810917              0      20.3      14.6       0.0         0
ALT    19810918              0      20.1      14.7       9.5         0
ALT    19810919              0      18.2      15.2       0.6         0
ALT    19810920              0      25.6      19.6       0.0         0
ALT    19810921              0      27.1      25.1       0.0         0
ALT    19810922              0      25.7      21.3      28.4         0
ALT    19810923              0      15.5      13.8       1.8         0
ALT    19810924              0      13.1      12.0       8.5         0
ALT    19810925              0      18.3      13.9       0.0         0
ALT    19810926              0      22.7      19.2      27.1         0
ALT    19810927              0      11.7       9.7      25.7         0
ALT    19810928              0      10.3       9.0      36.6         0
ALT    19810929              0      10.6       8.2       6.5         0
ALT    19810930              1      13.6       8.2       0.0         0
ALT    19811001              1      14.3       9.3       0.0         0
